"key","datasetKey","decimalLongitude","decimalLatitude","year","month","day","country","locality","catalogNumber","recordedBy","institutionCode","collectionCode","stateProvince"
1851693335,"2a89fac8-e079-419e-8883-70a4cd9c25e1",-5.647,42.796,1986,7,29,"Spain","Arroyo Remedios","995-1","A.Terrón","LEB","LICHEN","Leon"
1851694273,"2a89fac8-e079-419e-8883-70a4cd9c25e1",-5.6,42.824,1986,7,29,"Spain","Cerro de los Sieros","992-1","A.Terrón","LEB","LICHEN","Leon"
1851696146,"2a89fac8-e079-419e-8883-70a4cd9c25e1",-5.621,42.751,1986,7,28,"Spain","Alto de Cabanillas","989-1","A.Terrón","LEB","LICHEN","Leon"
1851696246,"2a89fac8-e079-419e-8883-70a4cd9c25e1",-5.634,42.769,1986,7,28,"Spain","Cascantes","983-1","A.Terrón","LEB","LICHEN","Leon"
1851696570,"2a89fac8-e079-419e-8883-70a4cd9c25e1",-5.645,42.751,1986,7,28,"Spain","La Seca","994-1","A.Terrón","LEB","LICHEN","Leon"
1851696954,"2a89fac8-e079-419e-8883-70a4cd9c25e1",-5.633,42.751,1986,7,28,"Spain","La Seca","998-1","A.Terrón","LEB","LICHEN","Leon"
1851694499,"2a89fac8-e079-419e-8883-70a4cd9c25e1",-5.598,42.779,1986,8,26,"Spain","Alto de Valdeloro","993-1","A.Terrón","LEB","LICHEN","Leon"
1851695317,"2a89fac8-e079-419e-8883-70a4cd9c25e1",-5.637,42.832,1986,8,22,"Spain","Peredilla","987-1","A.Terrón","LEB","LICHEN","Leon"
1851696963,"2a89fac8-e079-419e-8883-70a4cd9c25e1",-5.648,42.805,1986,8,8,"Spain","Llanos de Alba","1001-1","A.Terrón","LEB","LICHEN","Leon"
1851697225,"2a89fac8-e079-419e-8883-70a4cd9c25e1",-5.573,42.779,1986,8,26,"Spain","Arroyo de Valdetoros","981-1","A.Terrón","LEB","LICHEN","Leon"
1851698176,"2a89fac8-e079-419e-8883-70a4cd9c25e1",-5.648,42.805,1986,8,8,"Spain","Llanos de Alba","996-1","A.Terrón","LEB","LICHEN","Leon"
1851700078,"2a89fac8-e079-419e-8883-70a4cd9c25e1",-5.648,42.805,1986,8,8,"Spain","Llanos de Alba","1000-1","A.Terrón","LEB","LICHEN","Leon"
178318088,"890afcd2-f762-11e1-a439-00145eb45e9a",0.34,40.669998,1986,9,21,"Spain","La Senia, El Retaule","1208-1","Violeta Atienza","VAL","VAL_Lich","T"
328126362,"890afcd2-f762-11e1-a439-00145eb45e9a",0.1134,40.680302,1986,9,21,"Spain","Bojar","1159-1","V. Atienza","VAL","VAL_Lich","Cs"
328126863,"890afcd2-f762-11e1-a439-00145eb45e9a",-0.339,39.886002,1986,9,28,"Spain","Ahín, Los Noguerales","398-1","A. Muñoz","VAL","VAL_Lich","Cs"
328126443,"890afcd2-f762-11e1-a439-00145eb45e9a",-0.463,39.717999,1986,10,8,"Spain","Serra, Barranco de Saragutillo","2065-1","F. Cuesta","VAL","VAL_Lich","V"
1851692022,"2a89fac8-e079-419e-8883-70a4cd9c25e1",-6.63,42.47,1986,12,20,"Spain","Villanueva de Valdueza","5454-3","A.Terrón","LEB","LICHEN","Leon"
1851692217,"2a89fac8-e079-419e-8883-70a4cd9c25e1",-6.63,42.47,1986,12,20,"Spain","Villanueva de Valdueza","1020-3","A.Terrón","LEB","LICHEN","Leon"
1851693826,"2a89fac8-e079-419e-8883-70a4cd9c25e1",-6.74,42.84,1986,12,20,"Spain","Burbia","1014-2","A.Terrón","LEB","LICHEN","Leon"
1851695355,"2a89fac8-e079-419e-8883-70a4cd9c25e1",-6.74,42.66,1986,12,21,"Spain","Paradaseca","2501-2","A.Terrón","LEB","LICHEN","Leon"
1851696003,"2a89fac8-e079-419e-8883-70a4cd9c25e1",-6.74,42.66,1986,12,21,"Spain","Paradaseca","1021-1","A.Terrón","LEB","LICHEN","Leon"
1851699215,"2a89fac8-e079-419e-8883-70a4cd9c25e1",-6.63,42.47,1986,12,20,"Spain","Villanueva de Valdueza","1015-2","A.Terrón","LEB","LICHEN","Leon"
1851699398,"2a89fac8-e079-419e-8883-70a4cd9c25e1",-6.72,43.29,1986,12,21,"Spain","Vega de Yeres","5626-3","A.Terrón","LEB","LICHEN","Leon"
178318076,"890afcd2-f762-11e1-a439-00145eb45e9a",0.34,40.669998,1985,4,6,"Spain","La Senia, El Retaule","1148-1","Violeta Atienza","VAL","VAL_Lich","T"
178318077,"890afcd2-f762-11e1-a439-00145eb45e9a",0.34,40.669998,1985,4,6,"Spain","La Senia, El Retaule","1153-1","Violeta Atienza","VAL","VAL_Lich","T"
178318090,"890afcd2-f762-11e1-a439-00145eb45e9a",0.34,40.669998,1985,4,6,"Spain","La Senia, El Retaule","1214-1","Violeta Atienza","VAL","VAL_Lich","T"
328126358,"890afcd2-f762-11e1-a439-00145eb45e9a",0.124,40.6553,1985,11,2,"Spain","Castell de Cabres","1155-1","V. Atienza","VAL","VAL_Lich","Cs"
328126361,"890afcd2-f762-11e1-a439-00145eb45e9a",0.2741,40.658001,1985,11,2,"Spain","Puebla de Benifassar","1158-1","V. Atienza","VAL","VAL_Lich","Cs"
1500641604,"95e635d4-f762-11e1-a439-00145eb45e9a",-0.53,38.66,1984,2,5,"Spain","Parc Natural de la Font Roja","266501","C. Fabregat Llueca | J. Juan","BDBCV","BDBCV-General","Alicante"
1826811830,"7f2889e6-f762-11e1-a439-00145eb45e9a",2.46,41.78,1984,5,18,"Spain","Carretera de Sant Celoni a Santa Fe","11147","Antonio Gómez-Bolea","BCN","Lich","Barcelona"
1826811841,"7f2889e6-f762-11e1-a439-00145eb45e9a",2.46,41.78,1984,5,18,"Spain","Carretera de Sant Celoni a Santa Fe","11151","Antonio Gómez-Bolea","BCN","Lich","Barcelona"
1851700572,"2a89fac8-e079-419e-8883-70a4cd9c25e1",-6.669,42.505,1984,5,7,"Spain","Priaranza del Bierzo","1012-1","A.Terrón","LEB","LICHEN","Leon"
1826811433,"7f2889e6-f762-11e1-a439-00145eb45e9a",2.46,41.78,1984,6,23,"Spain","Km 6, carretera La Costa a Mosqueroles","10694","Antonio Gómez-Bolea & Montserrat Boqueras","BCN","Lich","Barcelona"
1826811561,"7f2889e6-f762-11e1-a439-00145eb45e9a",2.46,41.78,1984,6,23,"Spain","Km 4, carretera La Costa a Mosqueroles","10720","Antonio Gómez-Bolea & Montserrat Boqueras","BCN","Lich","Barcelona"
1826812150,"7f2889e6-f762-11e1-a439-00145eb45e9a",0.77,42.03,1984,8,4,"Spain","Entre Avellanes i Àger","11410","Antonio Gómez-Bolea","BCN","Lich","Lleida"
1826812823,"7f2889e6-f762-11e1-a439-00145eb45e9a",0.77,42.03,1984,8,6,"Spain","Coll d'Ares","11674","Antonio Gómez-Bolea","BCN","Lich","Lleida"
328126357,"890afcd2-f762-11e1-a439-00145eb45e9a",-0.04,40.582001,1984,8,28,"Spain","Barranco de Bergantes","1154-1","V. Atienza","VAL","VAL_Lich","Cs"
178318715,"890afcd2-f762-11e1-a439-00145eb45e9a",-1.73,41.860001,1984,9,4,"Spain","Sra Moncayo, Bco de castilla","549-1","E. Seriñá","VAL","VAL_Lich","Z"
2425462044,"7f2889e6-f762-11e1-a439-00145eb45e9a",-1.86,41.77,1984,9,4,"Spain","Barranco de Castilla, Moncayo","3682","Antonio Gómez-Bolea","BCN","Lich","Soria"
328126201,"890afcd2-f762-11e1-a439-00145eb45e9a",-1.86,41.77,1984,9,5,"Spain","Dehesa de la Cueva de Agrea, El Moncayo","26420-1","Begoña Aguirre","VAL","VAL_Lich","So"
328126360,"890afcd2-f762-11e1-a439-00145eb45e9a",-0.045,40.473999,1984,9,21,"Spain","Morella, Masia Xivacolla","1157-1","V. Atienza","VAL","VAL_Lich","Cs"
1826812671,"7f2889e6-f762-11e1-a439-00145eb45e9a",1.03,41.4,1983,11,5,"Spain","Vall de Castellfollit","11649","Antonio Gómez-Bolea","BCN","Lich","Tarragona"
1055657236,"7e380070-f762-11e1-a439-00145eb45e9a",-3.136122,51.047989,1982,3,30,"United Kingdom",NA,"BM000747323","Francis Rose","NHMUK","BOT","England"
1826816762,"7f2889e6-f762-11e1-a439-00145eb45e9a",1.03,41.31,1982,4,16,"Spain","Vall de Castellfollit","9062","Antonio Gómez-Bolea","BCN","Lich","Tarragona"
1826816778,"7f2889e6-f762-11e1-a439-00145eb45e9a",1.03,41.31,1982,4,16,"Spain","Vall de Castellfollit","9059","Antonio Gómez-Bolea","BCN","Lich","Tarragona"
1826817014,"7f2889e6-f762-11e1-a439-00145eb45e9a",1.03,41.31,1982,4,16,"Spain","Vall de Castellfollit","9061","Antonio Gómez-Bolea","BCN","Lich","Tarragona"
1826817031,"7f2889e6-f762-11e1-a439-00145eb45e9a",3.18,42.32,1981,3,15,"Spain","Les Torroelles","8978","Antonio Gómez-Bolea","BCN","Lich","Girona"
178318220,"890afcd2-f762-11e1-a439-00145eb45e9a",-3.929,40.688,1981,6,NA,"Spain","Entre Cerceda y Navacerrada","25935-1","Bueno, A & Atienza, V.","VAL","VAL_Lich","M"
1056167293,"7e380070-f762-11e1-a439-00145eb45e9a",-3.7837,52.1307,1980,4,10,"United Kingdom",NA,"BM000747318","Peter Michael Benoit","NHMUK","BOT","Wales"
1212225688,"85739778-f762-11e1-a439-00145eb45e9a",-3.0167,37.0167,1979,4,9,"Spain","SPANIEN, SO-Spanien: Südhänge der östlichen Sierra Nevada, Eichenwald nördlich Laroles. Alt. ca. 1400 m.","191479","A. Buschardt","B","Lichen Herbarium Berlin",NA
152941279,"89579e3e-f762-11e1-a439-00145eb45e9a",15.245201,45.799749,1979,7,17,"Slovenia",NA,"F776039","Batič F.","ULBF-AGR","FloVegSI-FLO",NA
1826815351,"7f2889e6-f762-11e1-a439-00145eb45e9a",2.46,41.78,1979,8,30,"Spain","Bajo Les Agudes","6803","Néstor L. Hladun","BCN","Lich","Barcelona"
1212225639,"85739778-f762-11e1-a439-00145eb45e9a",10.9833,46.65,1976,7,4,"Italy","ITALY, Trentino/Südtirol: Vinschgau (Val Venostana), dry slopes close above Unterstell NW of Naturns. Alt. ca. 1350 m.","191473","A. Buschardt","B","Lichen Herbarium Berlin",NA
2449353727,"85739778-f762-11e1-a439-00145eb45e9a",10.2667,46.2833,1976,7,5,"Italy","ITALY, Sondrio: Valtellina (Veltlin), dry slopes at Cast. Visconti between Grosotto and Grosio. Alt. ca. 650 m.","191472","A. Buschardt","B","Lichen Herbarium Berlin",NA
2270705047,"98bceab6-3c3e-4163-945d-6ca10576ebf1",-3.45314,50.67514,1971,9,1,"United Kingdom","coast below Exeter","606146","T.H. Nash III","ASU",NA,"England"
1144743989,"f577c9f3-ae71-4278-b6bf-512ba1dfaa21",6.2925,43.43722,1970,4,11,"France","Var - Toulon, Mont Faron, aux abords du sentier de la route des Forts au Point Sublime.","G-G-247100/1","Rondon, Y. (Coll. Rondon)","G","Geneva Herbarium – General Collection (G)",NA
1055532480,"7e380070-f762-11e1-a439-00145eb45e9a",-3.648517,50.603593,1970,12,6,"United Kingdom",NA,"BM000747324","P.W. James & D.L. Hawksworth","NHMUK","BOT","England"
1055653583,"7e380070-f762-11e1-a439-00145eb45e9a",-3.648517,50.603593,1970,12,4,"United Kingdom",NA,"BM000747321","P.W. James & D.L. Hawksworth","NHMUK","BOT","England"
2449357615,"85739778-f762-11e1-a439-00145eb45e9a",5.8,45.3333,1963,4,16,"France","FRANCE, Dep. Isère: Grande Chartreuse, region of Dent de Crolles, between Les Meunières and Le Neyroud. Alt. 1200 m.","179366","H. Reznik","B","Lichen Herbarium Berlin",NA
1056449254,"7e380070-f762-11e1-a439-00145eb45e9a",-3.648517,50.603593,1960,8,14,"United Kingdom",NA,"BM000747325","Kenneth L. Alvin","NHMUK","BOT","England"
788526471,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",16.301111,49.070833,1958,4,6,"Czechia","Polánka","1283041","A. Vezda","LD","General","Jihomoravsky kraj"
912724423,"828a3d8c-f762-11e1-a439-00145eb45e9a",10.265833,47.388883,1956,4,15,"Germany","Allgäu, Oberstdorf, bei der Talstation der Sesselbahn","3905",NA,"FR","Herbarium Senckenbergianum (FR) - Fungi",NA
788525550,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",10.405833,47.515833,1956,6,NA,"Germany","Oberjoch","1282081","E. Putzler","LD","General","Bayern"
2449366226,"85739778-f762-11e1-a439-00145eb45e9a",6.4333,50.2,1956,8,1,"Germany","DEUTSCHLAND: Eifel, Kr. Prüm, Rommersheim.","115579","V. J. Grummann","B","Lichen Herbarium Berlin",NA
2449363412,"85739778-f762-11e1-a439-00145eb45e9a",8.7833,46.1833,1955,8,3,"Switzerland","Schweiz, Tessin, Cardada.","118439","V. J. Grummann","B","Lichen Herbarium Berlin",NA
912724427,"828a3d8c-f762-11e1-a439-00145eb45e9a",10.68055,47.536667,1954,4,29,"Austria","Nordtirol, Pinswang s, im Tal","3903",NA,"FR","Herbarium Senckenbergianum (FR) - Fungi",NA
1056590390,"7e380070-f762-11e1-a439-00145eb45e9a",-1.411216,50.90489,1953,8,11,"United Kingdom",NA,"BM000747315","Peter Wilfrid James","NHMUK","BOT","England"
788525433,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",10.275833,47.408611,1950,8,2,"Germany","Oberstdorf","1281961","E. Putzler","LD","General","Bayern"
912724433,"828a3d8c-f762-11e1-a439-00145eb45e9a",10.264717,47.388883,1950,8,2,"Germany","Allgäu, Oberstdorf","3902",NA,"FR","Herbarium Senckenbergianum (FR) - Fungi",NA
1632918373,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",13.158889,41.742222,1948,5,NA,"Italy","Anagni","1894943","H. Runemark","LD","General","Lazio"
788526130,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",15.724722,41.706944,1948,5,NA,"Italy","San Giovanni Rotondo","1282681","H. Runemark","LD","General","Puglia"
788526300,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",13.361389,38.115556,1948,5,NA,"Italy","Palermo: Palazzo Fucazzo","1282861","H. Runemark","LD","General","Sicilia"
2237909633,"84d26682-f762-11e1-a439-00145eb45e9a",10.77381,55.12688,1941,8,3,"Denmark","Knarreborg Mølle","DMS-1042938","Paul Gelting",NA,NA,NA
2449366328,"85739778-f762-11e1-a439-00145eb45e9a",10.3667,47.5,1935,7,30,"Germany","DEUTSCHLAND, Bayern: Allgäu, Fussweg Hinterstein-Bad Oberdorf.","118639","J. Hillmann in herb. V. J. Grummann","B","Lichen Herbarium Berlin",NA
912724451,"828a3d8c-f762-11e1-a439-00145eb45e9a",12.675,41.733333,1933,4,16,"Italy","Albano, Lago di Albano (Albaner See)","3900",NA,"FR","Herbarium Senckenbergianum (FR) - Fungi",NA
788526589,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",18.171667,48.558333,1926,8,NA,"Slovakia","Topolcany","1283161","J. Hruby","LD","General","Nitriansky kraj"
788526529,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",14.43963,49.09345,1925,5,NA,"Czechia","No locality information available","1283101","J. Hruby","LD","General","Jihocesky kraj"
2449354286,"85739778-f762-11e1-a439-00145eb45e9a",17.3833,50.25,1922,4,15,"Czechia","Altvatergebirge [Hrubý Jeseník], bei Zuckmantel [Zlaté Hory], Ahornallee vorm Kreuzweg u. Mariahilf.","116151","V. J. Grummann","B","Lichen Herbarium Berlin",NA
2449356359,"85739778-f762-11e1-a439-00145eb45e9a",17.3333,50.2833,1921,10,5,"Poland","Altvatergebirge [Hrubý Jeseník], Endersdorf [Gestwina].","119020","V. J. Grummann","B","Lichen Herbarium Berlin",NA
1055850662,"7e380070-f762-11e1-a439-00145eb45e9a",-4.010426,50.923816,1914,5,30,"United Kingdom",NA,"BM000747319","W Watson","NHMUK","BOT","England"
442145686,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.947222,47.831665,1912,5,27,"Germany","Schwarzwald: Lisbühl bei Todtnau","B 60 0033491 / 146025 / 90172","Lettau, G.","B","Blettaucoll",NA
442145689,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.670278,47.802776,1912,5,5,"Germany","[Schwarzwald] Baden: Strasse Badenweiler - Schweighof","B 60 0033495a / 150024 / 91661","Lettau, G.","B","Blettaucoll",NA
442145692,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.941389,47.851665,1912,6,23,"Germany","[Schwarzwald] Baden: Todtnauberg, gegen Aftersteg","B 60 0033499 / 146029 / 90174","Lettau, G.","B","Blettaucoll",NA
442145693,"8589cc8c-f762-11e1-a439-00145eb45e9a",8.053611,47.859444,1912,7,28,"Germany","[Schwarzwald] Baden: Zeiger, beim Feldberg","B 60 0033499a / 150030 / 91663","Lettau, G.","B","Blettaucoll",NA
788526413,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",13.23419,49.59218,1911,8,17,"Czechia","No locality information available","1282981","G. Timkó","LD","General","Plzensky kraj"
442145696,"8589cc8c-f762-11e1-a439-00145eb45e9a",10.9825,50.798054,1910,5,9,"Germany","Thüringen: 2) Dannheim","B 60 0033512a / 150032 / 91664","Lettau, G.","B","Blettaucoll",NA
442145688,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.934166,47.698334,1910,8,29,"Germany","[Schwarzwald] Baden: Gersbach","B 60 0033495 / 146036 / 90176","Lettau, G.","B","Blettaucoll",NA
442145694,"8589cc8c-f762-11e1-a439-00145eb45e9a",10.914722,50.703056,1908,9,25,"Germany","Thüringen: Nahe Oberpörlitz, bei Ilmenau, 580 m.","B 60 0033500 / 146032 / 90175","Lettau, G.","B","Blettaucoll",NA
442145805,"8589cc8c-f762-11e1-a439-00145eb45e9a",10.916945,50.685833,1908,9,25,"Germany","Thüringen: 2) Ilmenau gegen Oberpörlitz, 520 m.","B 60 0128080b / 152724 / 92703","Lettau, G.","B","Blettaucoll",NA
442145690,"8589cc8c-f762-11e1-a439-00145eb45e9a",10.944445,50.838333,1907,5,26,"Germany","Thüringen:  1) Mühlburg bei Arnstadt, 360 m.","B 60 0033498 / 146027 / 90173","Lettau, G.","B","Blettaucoll",NA
442145695,"8589cc8c-f762-11e1-a439-00145eb45e9a",10.854167,50.7075,1906,9,7,"Germany","Thüringen: 1) Elgersburg gegen Geraberg","B 60 0033512 / 146038 / 90177","Lettau, G.","B","Blettaucoll",NA
2468691011,"6aeebd1a-c3ad-4bc5-bdfe-24de0e2e9052",2.459,41.7708,1904,6,18,"Spain","Montseny, Santa Fe","BC-Lichen-Llenas-973367","M. Llenas","BC","BC-Lichen-Llenas","Barcelona"
2468691982,"6aeebd1a-c3ad-4bc5-bdfe-24de0e2e9052",2.459,41.7708,1904,6,18,"Spain","Montseny, Santa Fe","BC-Lichen-Llenas-973366","M. Llenas","BC","BC-Lichen-Llenas","Barcelona"
2468690013,"6aeebd1a-c3ad-4bc5-bdfe-24de0e2e9052",2.459,41.7708,1904,7,17,"Spain","Montseny, Santa Fe","BC-Lichen-Llenas-973372","M. Llenas","BC","BC-Lichen-Llenas","Barcelona"
912724172,"828a3d8c-f762-11e1-a439-00145eb45e9a",15.933333,50.883333,1899,9,30,"Poland","Riesengebirge, Jannowitz, an der alten Straße nach Kupferberg","12241",NA,"FR","Herbarium Senckenbergianum (FR) - Fungi",NA
912724173,"828a3d8c-f762-11e1-a439-00145eb45e9a",15.933333,50.883333,1899,10,30,"Poland","Riesengebirge, Jannowitz, an der alten Straße nach Kupferberg","12242",NA,"FR","Herbarium Senckenbergianum (FR) - Fungi",NA
788525257,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",16.38088,51.07989,1888,7,16,"Poland","No locality information available","1281781","E. F. Dresler","LD","General","Dolnoslaskie"
788525609,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",16.38088,51.07989,1888,7,16,"Poland","No locality information available","1282141","E. F. Dresler","LD","General","Dolnoslaskie"
788526645,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",34.1,44.5,1885,7,7,"Ukraine","Issar","1283221","Lojka","LD","General","Krym"
788526241,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",7.957778,45.831944,1880,NA,NA,"Italy","Riva Valdobbia","1282801","A. Carestia","LD","General","Piemonte"
788525668,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",11.598056,50.953889,1879,4,3,"Germany","Jena: Rautal","1282201","B. Jonsson","LD","General","Thüringen"
788525724,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",13.568611,46.438333,1879,4,3,"Italy","Raibl [Cave del Predil]","1282261","B. Jonsson","LD","General","Friuli-Venezia Giulia"
788525374,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",13.058611,52.396944,1877,12,9,"Germany","Potsdam","1281901","G. Egeling","LD","General","Brandenburg"
929130,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",11.296944,54.865833,1871,8,NA,"Denmark","Rosningen","1040226","E. Rostrup","LD","General","Lolland"
1056065838,"7e380070-f762-11e1-a439-00145eb45e9a",-3.648517,50.603593,1866,NA,NA,"United Kingdom",NA,"BM000747314","Harvey Buchanan Holl","NHMUK","BOT","England"
788526184,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",7.957778,45.831944,1857,9,26,"Italy","Riva Valdobbia","1282741","A. Carestia","LD","General","Piemonte"
