"key","datasetKey","decimalLongitude","decimalLatitude","stateProvince","year","month","day","country","catalogNumber","recordedBy","institutionCode","locality","collectionCode","DB","BBarcode"
1946699652,"828a3d8c-f762-11e1-a439-00145eb45e9a",19.854717,48.178617,NA,2018,"5",24,"Slovakia","54465-771",NA,"FR","omoka, um den Waldparkplatz","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
1946699653,"828a3d8c-f762-11e1-a439-00145eb45e9a",20.46555,48.48,NA,2018,"5",25,"Slovakia","54605-771",NA,"FR","nördlich der Straße Gömörhosszúszó - Aggtelek","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
2303272888,"828a3d8c-f762-11e1-a439-00145eb45e9a",24.12255,47.943633,NA,2018,"7",20,"Ukraine","54724-771",NA,"FR","Talhang über dem Bache Kuzij","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
2303272889,"828a3d8c-f762-11e1-a439-00145eb45e9a",24.187783,47.96305,NA,2018,"7",19,"Ukraine","54685-771",NA,"FR","beim Mittelpunkt Europas","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
1945781923,"828a3d8c-f762-11e1-a439-00145eb45e9a",10.22,47.559717,NA,2018,"8",23,"Germany","54738-771",NA,"FR","Immenstadt, neben der Friedhofsmauer","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
1851035993,"828a3d8c-f762-11e1-a439-00145eb45e9a",20.16805,49.476533,NA,2017,"12",9,"Poland","50773-771",NA,"FR","Harklowa, bei der Kirche","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
1676072332,"828a3d8c-f762-11e1-a439-00145eb45e9a",7.2725,50.1688,NA,2016,"6",25,"Germany","43385",NA,"FR","Pommern an der Mosel","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
1500366634,"bf2a4bf0-5f31-11de-b67e-b8a03c50a862",14.424444,47.053056,NA,2016,"8",20,"Austria","E00817861","Obermayer, Walter","E","Steiermark (=Styria), Eastern Alps, Gurktal Alps","E","GBIF",NA
1836429649,"85739778-f762-11e1-a439-00145eb45e9a",13.295,53.1417,NA,2016,"10",14,"Germany","195527","H. Sipman & D. Heinrich","B","DEUTSCHLAND, Brandenburg, Landkreis Oberhavel: NW of Templin, NNW of Regowschleuse, Havel valley. Alt. 60 m.","Lichen Herbarium Berlin","GBIF",NA
1233566542,"828a3d8c-f762-11e1-a439-00145eb45e9a",15.886133,50.930383,NA,2014,"6",13,"Poland","40957",NA,"FR","Kammerswaldau, NW-Seite des Galgenberges","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
1262183055,"85739778-f762-11e1-a439-00145eb45e9a",10.6473,47.781,NA,2014,"8",9,"Germany","193561","Walter Obermayer","B","GERMANY, Bayern (=Bavaria), Schwaben (=Swabia), Alpenvorland, 2.2 km east of the centre of Marktoberdorf. Alt. 770 m.","Lichen Herbarium Berlin","GBIF",NA
1676071619,"828a3d8c-f762-11e1-a439-00145eb45e9a",8.5775,50.080367,NA,2014,"11",26,"Germany","221332",NA,"FR","Frankfurt, Schwanheimer Wald","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
914864770,"828a3d8c-f762-11e1-a439-00145eb45e9a",8.267867,50.141067,NA,2013,"3",27,"Germany","67637",NA,"FR","Wiesbaden-Naurod, Trockenborn.","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
1086983740,"828a3d8c-f762-11e1-a439-00145eb45e9a",13.5,50.696383,NA,2011,"6",12,"Germany","37891",NA,"FR","Rauschenbachtalsperre, Nordseite","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
914864745,"828a3d8c-f762-11e1-a439-00145eb45e9a",14.985,51.201117,NA,2011,"6",30,"Germany","31776",NA,"FR","Niederludwigsdorf","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
914864676,"828a3d8c-f762-11e1-a439-00145eb45e9a",14.722783,50.836667,NA,2011,"7",27,"Germany","31811",NA,"FR","Hain, Oybin","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
914864922,"828a3d8c-f762-11e1-a439-00145eb45e9a",22.8,49.13055,NA,2011,"7",21,"Poland","35647",NA,"FR","Bieszczady (Ostbeskiden), nördlich von Tarnawa, verlassene Siedlung","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
1978637022,"828a3d8c-f762-11e1-a439-00145eb45e9a",14.82195,50.968333,NA,2011,"8",2,"Germany","32174",NA,"FR","Oberseifersdorf, "" Der Hain""","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
914864621,"828a3d8c-f762-11e1-a439-00145eb45e9a",14.89,50.986667,NA,2011,"8",24,"Germany","31998",NA,"FR","Hirschfelde","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
914864731,"828a3d8c-f762-11e1-a439-00145eb45e9a",13.87195,51.517783,NA,2011,"8",16,"Germany","29512",NA,"FR","Schipkau","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
914864817,"828a3d8c-f762-11e1-a439-00145eb45e9a",14.957783,51.015,NA,2011,"8",7,"Poland","31956",NA,"FR","Zgorzelecki, östlich von Krzewina Zgorzecka","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
914864601,"828a3d8c-f762-11e1-a439-00145eb45e9a",14.691667,50.92805,NA,2011,"9",30,"Germany","31948",NA,"FR","Wald zwischen Spitzkunnersdorf und Hainewalde","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
914864847,"828a3d8c-f762-11e1-a439-00145eb45e9a",14.696383,51.017783,NA,2011,"10",14,"Germany","31759",NA,"FR","Obercunnersdorf","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
914864618,"828a3d8c-f762-11e1-a439-00145eb45e9a",13.886667,51.334717,NA,2010,"9",22,"Germany","30048",NA,"FR","Oberlausitz, NSG Königsbrücker Heide, Dünenzug SW der Otterbachniederung (Artilleriehöhen)","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
914864497,"828a3d8c-f762-11e1-a439-00145eb45e9a",12.0875,50.45695,NA,2010,"10",13,"Germany","28711",NA,"FR","Vogtland, NSG Vogelfreistätte Burgteich","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
1212215204,"85739778-f762-11e1-a439-00145eb45e9a",14.5317,51.9267,NA,2009,"10",18,"Germany","120972","H. Sipman","B","DEUTSCHLAND, Brandenburg: Landkreis Spree-Neisse, c. 2.5 km NE of Tauer along road to Bärenklau, near Krolls Lauch. Alt. 80 m.","Lichen Herbarium Berlin","GBIF",NA
914864591,"828a3d8c-f762-11e1-a439-00145eb45e9a",12.93945,50.638883,NA,2009,"10",12,"Germany","27892",NA,"FR","Ehrenfriedersdorf, Stadtwald, Lärchenbestand am ""kalten Feld""","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
914864712,"828a3d8c-f762-11e1-a439-00145eb45e9a",14.859717,51.186667,NA,2006,"4",8,"Germany","23975",NA,"FR","Oberlausitz, Königshainer Berge, zwischen Königshain und dem Schwalbenberg","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
1931341595,"d415c253-4d61-4459-9d25-4015b9084fb0",14.8806,47.0597,"Styria",2005,"7",30,"Austria","1103764","W. Obermayer","NY","Steiermark. Steirisches Randgebirge, Stubalpe, 15 km W of Koflach, 7.5 km NW of Hirschegg, 0.4 km NW of Kochbauer","NY","GBIF",NA
914864637,"828a3d8c-f762-11e1-a439-00145eb45e9a",5.307783,46.32195,NA,2005,"7",11,"France","22284",NA,"FR","Bourg en Bresse, ca. 16 km N, Rastplatz an der Straße N 83 von NE in Richtung Lyon","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
914864429,"828a3d8c-f762-11e1-a439-00145eb45e9a",13.557633,46.3357,NA,2003,"8",1,"Slovenia","15461",NA,"FR","Julische Alpen, Bovec, Ortslage, bei der unteren Kirche","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
914864625,"828a3d8c-f762-11e1-a439-00145eb45e9a",14.6793,51.2943,NA,2002,"5",14,"Germany","15037",NA,"FR","Oelsa e","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
914864472,"828a3d8c-f762-11e1-a439-00145eb45e9a",12.014167,47.702217,NA,1987,"7",10,"Germany","3968",NA,"FR","Wendelstein nächst ""Teufelsrutsch""","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
914864392,"828a3d8c-f762-11e1-a439-00145eb45e9a",8.4382,48.798883,NA,1971,"8",3,"Germany","18032",NA,"FR","Schwarzwald, Bad Herrenalb, nahe Kurhaus","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
788549125,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",9.840278,48.718056,"Baden-Württemberg",1970,"8",14,"Germany","1306263","Felix Schumm","LD","Heldenberg","General","GBIF",NA
914864617,"828a3d8c-f762-11e1-a439-00145eb45e9a",12.185833,47.231117,NA,1959,"8",5,"Austria","3972",NA,"FR","Hohe Tauern, Krimml, am Wege zum Falkenstein","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
914864567,"828a3d8c-f762-11e1-a439-00145eb45e9a",11.18805,47.678883,NA,1958,"5",25,"Germany","8019",NA,"FR","Murnau, vor Seehausen am Fußsteig zum Staffelsee","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
914864519,"828a3d8c-f762-11e1-a439-00145eb45e9a",10.9075,48.339717,NA,1958,"12",18,"Germany","3962",NA,"FR","Augsburg, an der Einmündung der Ilsungstraße","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
914864415,"828a3d8c-f762-11e1-a439-00145eb45e9a",22.483333,49.14305,NA,1956,"5",18,"Poland","3967",NA,"FR","Bieszczady Zachodnie, in vico Wetlina","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
NA,NA,8.760192,50.479917,NA,1955,"3.5.1955",NA,"Deutschland",NA,"O. Behr","BERLIN_HTL","Eberstadt",NA,"BERLIN_HTL",NA
NA,NA,9.0075,49.743197,NA,1952,"17.4.1952",NA,"Deutschland",NA,"O. Behr","BERLIN_HTL","Bad König",NA,"BERLIN_HTL",NA
2449365723,"85739778-f762-11e1-a439-00145eb45e9a",6.7667,50.75,NA,1951,"4",26,"Germany","191538","Th. Müller","B","DEUTSCHLAND, Nordrhein-Westfalen: Kreis Euskirchen, Klein Vernich.","Lichen Herbarium Berlin","GBIF",NA
2449366308,"85739778-f762-11e1-a439-00145eb45e9a",6.7667,50.75,NA,1951,"4",26,"Germany","117991","Th. Müller in herb. V. J. Grummann","B","DEUTSCHLAND, Nordrhein-Westfalen: Kreis Euskirchen, Friesheim.","Lichen Herbarium Berlin","GBIF",NA
914864552,"828a3d8c-f762-11e1-a439-00145eb45e9a",9.345283,48.794717,NA,1949,"1",27,"Germany","3964",NA,"FR","Stetten/Remstal","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
788548945,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",9.340556,48.791667,"Baden-Württemberg",1949,"2",10,"Germany","1306083","E. Putzler","LD","Stetten im Remstal","General","GBIF",NA
788549423,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",6.14,46.203889,"Genève",1949,"5",28,"Switzerland","1306563","Ove Almborn","LD","Genève","General","GBIF",NA
788549541,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",7.528333,46.977778,"Bern",1949,"5",22,"Switzerland","1306683","Ove Almborn","LD","Bantiger","General","GBIF",NA
788549660,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",8.491944,47.349444,"Zürich",1949,"5",19,"Switzerland","1306803","Ove Almborn","LD","Uetliberg","General","GBIF",NA
788549720,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",7.498611,46.976389,"Bern",1949,"5",22,"Switzerland","1306863","Ove Almborn","LD","Bolligen","General","GBIF",NA
788604463,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",6.44548,45.47764,"Auvergne-Rhône-Alpes",1949,"5",30,"France","1363194","Ove Almborn","LD","No locality information available","General","GBIF",NA
788604573,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",6.146944,46.221944,"Genève",1949,"5",27,"Switzerland","1363308","Ove Almborn","LD","Sécheron","General","GBIF",NA
788604690,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",5.915556,45.689444,"Auvergne-Rhône-Alpes",1949,"5",30,"France","1363428","Ove Almborn","LD","Aix-les-Bains","General","GBIF",NA
NA,NA,9.180819,48.782343,NA,1947,"29.3.1947",NA,"Deutschland",NA,"Putzker","BERLIN_HTL","Stuttgart",NA,"BERLIN_HTL",NA
788604748,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",5.17735,52.09596,"Utrecht",1943,"8",6,"Netherlands","1363488","R. A. Maas Geesteranus","LD","No locality information available","General","GBIF",NA
914864478,"828a3d8c-f762-11e1-a439-00145eb45e9a",9.6125,47.61445,NA,1937,"10",1,"Germany","3971",NA,"FR","zwischen Betznau und Schleinsee","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
914864466,"828a3d8c-f762-11e1-a439-00145eb45e9a",8.094717,47.91055,NA,1926,"7",6,"Germany","3969",NA,"FR","Südlicher Schwarzwald, Hinterzarten, Straße nach Höllsteig","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
NA,NA,16.049184,50.394014,NA,1926,"1926",NA,"Czech Republic",NA,"Kutak","BERLIN_HTL","České Skalice",NA,"BERLIN_HTL",NA
NA,NA,7.654353,47.626623,NA,1912,"14.6.1912",NA,"Deutschland",NA,"G. Lettau","BERLIN_HTL","Lörrach, Tumringen",NA,"BERLIN_HTL",NA
NA,NA,11.083333,47.5,NA,1904,"8.1904",NA,"Deutschland",NA,"Arnold","BERLIN_HTL","Garmisch",NA,"BERLIN_HTL",NA
914864487,"828a3d8c-f762-11e1-a439-00145eb45e9a",24.05,46.133333,NA,1899,"4",4,"Romania","24783",NA,"FR","Transsylvania, Langenthal","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
