"key","datasetKey","decimalLongitude","decimalLatitude","year","month","day","country","catalogNumber","recordedBy","institutionCode","locality","collectionCode","stateProvince","DB","BBarcode","b1test","name"
NA,NA,17.151389,48.641667,1969,"17.7.1968",NA,NA,"M-0301720","J. Franclová & I. Pišút","MUNICH_HTL","Slovakia, Záhorská nížina, near Šaštínske Stráže",NA,NA,"MUNICH_HTL",NA,93,"Punctelia subrudecta"
2449364634,"85739778-f762-11e1-a439-00145eb45e9a",7.45,47.9333,1967,NA,NA,"France","178841","H. Reznik","B","FRANCE, Dep. Haut-Rhin: Alsace, Rüstenhart near Colmar.","Lichen Herbarium Berlin",NA,"GBIF",NA,101,"Punctelia subrudecta"
NA,NA,6.900183,50.623883,1963,"09. Aug.",NA,"GERMANY","97684","H. Breuer","BERLIN_DB","DEUTSCHLAND, Nordrhein-Westfalen: Flamersheimer Wald, bei Rheinbach.",NA,NA,"BERLIN_DB","B 60 0141436",88,"Punctelia subrudecta"
NA,NA,6.944316,50.597448,1962,"30. Mai",NA,"GERMANY","97683","H. Breuer","BERLIN_DB","DEUTSCHLAND, Nordrhein-Westfalen: Kr. Bonn, Rheinbach, Schwarzes Kreuz.",NA,NA,"BERLIN_DB","B 60 0141451",89,"Punctelia subrudecta"
2449356615,"85739778-f762-11e1-a439-00145eb45e9a",8.5333,49.2833,1960,"10",2,"Germany","178700","H. Reznik","B","GERMANY, Baden-Württemberg: Nordbaden, Hubwald near Neu-Lussheim.","Lichen Herbarium Berlin",NA,"GBIF",NA,103,"Punctelia subrudecta"
2449363698,"85739778-f762-11e1-a439-00145eb45e9a",8.4167,48.7,1960,"11",29,"Germany","178776","H. Reznik","B","GERMANY, Baden-Württemberg: Nordschwarzwald, im oberen Reichental, unterhalb Kaltenbronn.","Lichen Herbarium Berlin",NA,"GBIF",NA,69,"Punctelia subrudecta"
NA,NA,8.672248,49.448729,1960,"07. Febr.",NA,"GERMANY","178727","H. Reznik","BERLIN_DB","GERMANY, Baden-Württemberg: Nordbaden, Odenwald - Bergstraße, Kirchberg bei Dossenheim, Eichen auf dem Gipfelplateau. Alt. 320 m.",NA,NA,"BERLIN_DB","B 60 0174500",97,"Punctelia subrudecta"
NA,NA,8.752367,49.442806,1960,"24. Febr.",NA,"GERMANY","178709","P. Martens","BERLIN_DB","GERMANY, Baden-Württemberg: Nordbaden, Odenwald, Peterstal bei Heidelberg.",NA,NA,"BERLIN_DB","B 60 0174497",90,"Punctelia subrudecta"
NA,NA,8.712455,49.469688,1960,"01. Febr.",NA,"GERMANY","178710","H. Reznik","BERLIN_DB","GERMANY, Baden-Württemberg: Nordbaden, Odenwald, Wendenkopf bei Schriesheim an der Bergstraße.",NA,NA,"BERLIN_DB","B 60 0174498",90,"Punctelia subrudecta"
NA,NA,8.564595,49.276059,1959,"Mai  .",NA,"GERMANY","178712","H. Reznik","BERLIN_DB","GERMANY, Baden-Württemberg: Nordbaden, Oberrhein-Ebene, Quercus im Kiefernwald südlich Reilingen.",NA,NA,"BERLIN_DB","B 60 0174499",103,"Punctelia subrudecta"
914864469,"828a3d8c-f762-11e1-a439-00145eb45e9a",22.666667,49.1375,1958,"9",20,"Poland","3961",NA,"FR","Bieszczady Zachodnie, prope rivulum Wolosaty in vico Berezki","Herbarium Senckenbergianum (FR) - Fungi",NA,"GBIF",NA,54,"Punctelia subrudecta"
NA,NA,6.444977,49.855731,1958,"März",NA,"GERMANY","97686","H. Breuer","BERLIN_DB","DEUTSCHLAND, Rheinland-Pfalz: Kr. Bitburg, Irrel, Wasserfälle.",NA,NA,"BERLIN_DB","B 60 0141434",87,"Punctelia subrudecta"
914864706,"828a3d8c-f762-11e1-a439-00145eb45e9a",6.457217,49.92555,1957,"4",13,"Germany","3966",NA,"FR","Dockendorf","Herbarium Senckenbergianum (FR) - Fungi",NA,"GBIF",NA,86,"Punctelia subrudecta"
788560612,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",22.22597,49.96282,1956,"5",18,"Poland","1317847","K. Glanc","LD","No locality information available","General","Podkarpackie","GBIF",NA,67,"Punctelia subrudecta"
NA,NA,9.0075,49.743197,1952,"17.4.1952",NA,"Deutschland",NA,"O. Behr","BERLIN_HTL","Bad König",NA,NA,"BERLIN_HTL",NA,93,"Punctelia subrudecta"
788549482,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",6.14,46.203889,1949,"5",28,"Switzerland","1306623","Ove Almborn","LD","Genève","General","Genève","GBIF",NA,102,"Punctelia subrudecta"
788549601,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",8.491944,47.349444,1949,"5",19,"Switzerland","1306743","Ove Almborn","LD","Uetliberg","General","Zürich","GBIF",NA,84,"Punctelia subrudecta"
788555923,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",12.360833,46.422778,1948,"5",NA,"Italy","1313104","Hans Runemark","LD","Pieve di Cadore","General","Veneto","GBIF",NA,62,"Punctelia subrudecta"
NA,NA,8.95375,49.683022,1948,"28.11.1948",NA,"Deutschland",NA,"O. Behr","BERLIN_HTL","Steinbuch",NA,NA,"BERLIN_HTL",NA,88,"Punctelia subrudecta"
442147592,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.661667,47.612778,1945,"7",27,"Germany","B 60 0011490 / 145017 / 89797","Lettau, G.","B","Baden: Hünerberg bei Lörrach (400 m.)","Blettaucoll",NA,"GBIF",NA,97,"Punctelia subrudecta"
788604864,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",5.931111,50.768889,1942,"7",13,"Netherlands","1363608","R. A. Maas Geesteranus","LD","Camerig","General","Limburg","GBIF",NA,96,"Punctelia subrudecta"
788567746,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",5.789167,52.291111,1941,"10",27,"Netherlands","1325385","R. A. Maas Geesteranus","LD","Elspeet","General","Gelderland","GBIF",NA,91,"Punctelia subrudecta"
788567975,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",20.621944,48.100556,1938,"5",15,"Hungary","1325625","F. Fóriss","LD","Lillafüred","General","Borsod-Abaúj-Zemplén","GBIF",NA,79,"Punctelia subrudecta"
914864496,"828a3d8c-f762-11e1-a439-00145eb45e9a",8.6975,49.899717,1937,"7",8,"Germany","3970",NA,"FR","Darmstadt, am Jagdschloß Kranichstein","Herbarium Senckenbergianum (FR) - Fungi",NA,"GBIF",NA,96,"Punctelia subrudecta"
914864499,"828a3d8c-f762-11e1-a439-00145eb45e9a",9.530283,47.605833,1937,"9",13,"Germany","3963",NA,"FR","Langenargen am Bodensee, beim Sportplatz","Herbarium Senckenbergianum (FR) - Fungi",NA,"GBIF",NA,92,"Punctelia subrudecta"
442147890,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.695556,47.643612,1935,"6",NA,"Germany","B 60 0128061 / 149468 / 91429","Lettau, G.","B","Baden: Östlich Brombach (bei Lörrach), in einem Seitentälchen des Wiesentals, am Ausgang desselben.","Blettaucoll",NA,"GBIF",NA,94,"Punctelia subrudecta"
2449353352,"85739778-f762-11e1-a439-00145eb45e9a",7.6717,47.6333,1929,"7",4,"Germany","118851","V. J. Grummann","B","DEUTSCHLAND, Baden-Württemberg: Haagen bei Lörrach, Röttler Wald.","Lichen Herbarium Berlin",NA,"GBIF",NA,94,"Punctelia subrudecta"
NA,NA,16.048611,50.393889,1928,"1928",NA,NA,"M-0302856","V. Kutak","MUNICH_HTL","Czech Republic, Bohemia, near České Skalice",NA,NA,"MUNICH_HTL",NA,77,"Punctelia subrudecta"
788605337,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",8.41093,46.92607,1923,"7",23,"Switzerland","1364088","G. Einar du Rietz","LD","No locality information available","General","Nidwalden","GBIF",NA,83,"Punctelia subrudecta"
442147645,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.828333,47.77639,1915,"10",31,"Germany","B 60 0030125 / 145848 / 90103","Lettau, G.","B","Schwarzwald: Bürchau - Elbenschwand (kleines Wiesental)","Blettaucoll",NA,"GBIF",NA,72,"Punctelia subrudecta"
788567804,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",17.17481,48.319,1914,"6",NA,"Slovakia","1325445","A. Zahlbruckner & G. Timkó","LD","No locality information available","General","Bratislavsky kraj","GBIF",NA,78,"Punctelia subrudecta"
442147653,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.695833,47.645557,1913,"5",11,"Germany","B 60 0034519 / 146158 / 90226","Lettau, G.","B","Baden: 1) Hauingen bei Lörrach","Blettaucoll",NA,"GBIF",NA,94,"Punctelia subrudecta"
442147642,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.956111,47.649445,1913,"10",19,"Germany","B 60 0030105b / 152103 / 92495","Lettau, G.","B","Baden: 2) Unterhalb Atdorf (Wehratal)","Blettaucoll",NA,"GBIF",NA,75,"Punctelia subrudecta"
442147639,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.646389,47.757221,1913,"11",23,"Germany","B 60 0030099 / 151647 / 92301","Lettau, G.","B","Baden: Oberhalb Obereggenen (bei Kandern)","Blettaucoll",NA,"GBIF",NA,92,"Punctelia subrudecta"
442147640,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.675,47.660557,1911,"9",17,"Germany","B 60 0030105 / 151649 / 92302","Lettau, G.","B","Baden:  1) Röttler Wald bei Lörrach","Blettaucoll",NA,"GBIF",NA,94,"Punctelia subrudecta"
442147637,"8589cc8c-f762-11e1-a439-00145eb45e9a",11.104445,50.703335,1909,"4",9,"Germany","B 60 0030092 / 151642 / 92299","Lettau, G.","B","Thüringen:  1) Ruine Paulinzella, 380 m.","Blettaucoll",NA,"GBIF",NA,74,"Punctelia subrudecta"
442147638,"8589cc8c-f762-11e1-a439-00145eb45e9a",11.265,50.685833,1909,"5",2,"Germany","B 60 0030092a / 151644 / 92300","Lettau, G.","B","Thüringen: 2) Werrasitz oberhalb Blankenburg, 350? m.","Blettaucoll",NA,"GBIF",NA,79,"Punctelia subrudecta"
442147636,"8589cc8c-f762-11e1-a439-00145eb45e9a",8.690278,49.350555,1903,"6",28,"Germany","B 60 0030091 / 151640 / 92298","Lettau, G.","B","Baden: Oberhalb Leimen bei Heidelberg, 300 m.","Blettaucoll",NA,"GBIF",NA,102,"Punctelia subrudecta"
234011008,"905daf20-04fd-11df-8c28-b8a03c50a862",9.04937,48.54851,1902,NA,NA,"Germany","40830","A. Wälde","UME",NA,"General",NA,"GBIF",NA,86,"Punctelia subrudecta"
914864425,"828a3d8c-f762-11e1-a439-00145eb45e9a",24.05,46.133333,1899,"4",4,"Romania","24781",NA,"FR","Transsylvania, Langenthal","Herbarium Senckenbergianum (FR) - Fungi",NA,"GBIF",NA,91,"Punctelia subrudecta"
NA,NA,12.174718,53.149468,1893,"12.1893",NA,"Deutschland",NA,"Jaap","BERLIN_HTL","Pritzwalk",NA,NA,"BERLIN_HTL",NA,84,"Punctelia subrudecta"
788604286,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",22.93998,45.74631,1883,"8",17,"Romania","1363008","J. Barth","LD","No locality information available","General","Hunedoara","GBIF",NA,99,"Punctelia subrudecta"
788549186,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",14.307778,46.623611,1881,"7",NA,"Austria","1306323","Arnold","LD","Klagenfurt","General","Kärnten","GBIF",NA,79,"Punctelia subrudecta"
788553834,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",11.598056,50.953889,1879,"4",3,"Germany","1310989","B. Jönsson","LD","Jena: Rautal","General","Thüringen","GBIF",NA,85,"Punctelia subrudecta"
788549304,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",13.045833,47.8025,1872,NA,NA,"Austria","1306443","A. Minks","LD","Salzburg","General","Salzburg","GBIF",NA,88,"Punctelia subrudecta"
788549246,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",17.871389,50.576389,1869,"11",NA,"Poland","1306383","B. Stein","LD","Prószków","General","Opolskie","GBIF",NA,83,"Punctelia subrudecta"
788549006,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",8.818611,51.7825,1868,"7",NA,"Germany","1306143","K. Beckhaus","LD","Bad Lippspringe","General","Nordrhein-Westfalen","GBIF",NA,90,"Punctelia subrudecta"
