Barcode,type,Gen,Spec,Artname,Determinator,Year of determination,Collector(s),Vornummer,Collection number,Collection number add,Datum,Collecting year,decimalLatitude,decimalLongitude,MPN_Notes,Status,Loc (+ Hab),Habitat,Notes,Running nr,family,altebestimmungen,Country,Originaltext,Otherspecies,Exsiccate name,Exsiccate number,MTB,MTB-QU,MTB-RAST_UN,GRA-UN,LG,OW,BG,NS,LM,BM,edatum,Ablage Fungi,Etinummer,Higher Taxa,Exs abc,Exsiccate name long,Hoehe,Genus,Species,SpeciesAuthorteam,SpeciesBasionymAuthorteam,Rank,InfraEpi,BasionymAuthorteam,Authorteam,RefYear,Qualifier,QualifierRank,ParseName,BestNotes,Anmerkungen,TypusFk,SpecimenFamilie,HöTax,Fundort,DetermFk
B 60 0024662,,Punctelia,jeckeri,Punctelia jeckeri,P. Clerc,2014,Th. Müller,,,,26 Apr.,1951,50.741718,6.826503,,Keep,"DEUTSCHLAND, Nordrhein-Westfalen: Kreis Euskirchen, Klein Vernich.","Wald, Quercus, häufig.",,191538,,Parmelia revoluta (Flot.) Flk.,GERMANY,,,,,,,,,6,E,50,N,46,45,,,0,,,,,Hypotrachyna,revoluta,,,,,,,,,,,,,,PARMELIACEAE,LICHENES,"Rheinland, Friesheim.",
B 60 0176549,,Punctelia,jeckeri,Punctelia jeckeri,H. Sipman,2009,H. Sipman,,58267,,18 Oct.,2009,51.916936,14.491847,,Keep,"DEUTSCHLAND, Brandenburg: Landkreis Spree-Neisse, c. 2.5 km NE of Tauer along road to Bärenklau, near Krolls Lauch. Alt. 80 m.",Dwarfed Betula shrubs along forest track on sandy plain.,med. C+ red.,120972,,,GERMANY,,,,,,,,,14,E,51,N,"31,9","55,6",,,,,,,80 m,Punctelia,jeckeri,,,,,,,,,,Punctelia jeckeri,,,,PARMELIACEAE,LICHENES,"Brandenburg: Landkreis Spree-Neisse, c. 2.5 km NE of Tauer along road to Bärenklau, near Krolls Lauch.",2183
B 60 0199301,,Punctelia,jeckeri,Punctelia jeckeri (Roumeguère) Kalb,Walter Obermayer,,Walter Obermayer,,13202,,9-Aug,2014,47.777771,10.645779,,Keep,"GERMANY, Bayern (=Bavaria), Schwaben (=Swabia), Alpenvorland, 2.2 km east of the centre of Marktoberdorf. Alt. 770 m.","Edge of a forest, on bark of Picea abies (west-exposed).",,193561,,,GERMANY,,,"Obermayer, Lichenotheca Graecensis",436,,,,,10,E,47,N,"388,392","468,625",,,0,,,Fasc. 22 (No. 421-440),,,,,,,,,,,,0,,,,,,,,0
,,Punctelia,subrudecta,Punctelia subrudecta (Nyl.) Krog,,,V. J. Grummann,,1159,,4-Jul,1929,47.636222,7.678033,,Keep,"DEUTSCHLAND, Baden-Württemberg: Haagen bei Lörrach, Röttler Wald.",Nussbaum.,,118851,,Parmelia dubia (Wulf.) Schaer.,GERMANY,,,,,,,,,7,E,47,N,"40,3",38,,,,,,,,Punctelia,subrudecta,,,,,,,,,,Punctelia subrudecta (Nyl.) Krog,,,,PARMELIACEAE,LICHENES,"Baden-Württemberg: Haagen bei Lörrach, Röttler Wald.",
B 60 0141433,,Punctelia,subrudecta,Punctelia subrudecta,,,Th. Müller,,143,,17. April,1957,49.925605,6.45652,In GBIF Senckenberg but without collector but from same date,Drop,"DEUTSCHLAND, Rheinland-Pfalz: Kr. Bitburg, Dockendorf, an Pyrus malus.",,,97687,,Parmelia dubia (Wulf.) Schaer.,GERMANY,,,,,,,,,,,,,,,,,,,,,,Punctelia,subrudecta,,,,,,,,,,Punctelia subrudecta,,,,PARMELIACEAE,LICHENES,"Rheinland-Pfalz: Kr. Bitburg, Dockendorf, an Pyrus malus.",
B 60 0141434,,Punctelia,subrudecta,Punctelia subrudecta,,,H. Breuer,,143,,März,1958,49.855731,6.444977,,Keep,"DEUTSCHLAND, Rheinland-Pfalz: Kr. Bitburg, Irrel, Wasserfälle.",,,97686,,Parmelia dubia (Wulf.) Schaer.,GERMANY,,,,,6104,,,,,,,,,,,,,,,,,Punctelia,subrudecta,,,,,,,,,,Punctelia subrudecta,,,,PARMELIACEAE,LICHENES,"Rheinland-Pfalz: Kr. Bitburg, Irrel, Wasserfälle.",
B 60 0174499,,Punctelia,subrudecta,Punctelia subrudecta (Nyl.) Krog,,,H. Reznik,,,,Mai  .,1959,49.276059,8.564595,,Keep,"GERMANY, Baden-Württemberg: Nordbaden, Oberrhein-Ebene, Quercus im Kiefernwald südlich Reilingen.",K 9.,,178712,,"Parmelia dubia, Parmelia borreri",GERMANY,,,,,,,,,8,E,49,N,33,18,,,0,,,,,Punctelia,subrudecta,,,,,,,,,,Punctelia subrudecta (Nyl.) Krog,,,,PARMELIACEAE,LICHENES,"GERMANY, Baden-Württemberg: Nordbaden, Oberrhein-Ebene, Quercus im Kiefernwald südlich Reilingen.",
B 60 0174593,,Punctelia,subrudecta,Punctelia subrudecta (Nyl.) Krog,,,H. Reznik,,,,2. Okt.,1960,49.283333,8.533333,,Keep,"GERMANY, Baden-Württemberg: Nordbaden, Hubwald near Neu-Lussheim.",auf Pinus und Quercus.,,178700,,"Parmelia dubia (Wulf) Schaer., Parmelia borreri Ach.",GERMANY,,,,,,,,c.,8,E,49,N,32,17,,,0,,,,,Punctelia,subrudecta,,,,,,,,,,Punctelia subrudecta (Nyl.) Krog,,,,PARMELIACEAE,LICHENES,"GERMANY, Baden-Württemberg: Nordbaden, Hubwald near Neu-Lussheim.",
B 60 0174500,,Punctelia,subrudecta,Punctelia subrudecta (Nyl.) Krog,,,H. Reznik,,,,07. Febr.,1960,49.448729,8.672248,Used Dossenheim,Keep,"GERMANY, Baden-Württemberg: Nordbaden, Odenwald - Bergstraße, Kirchberg bei Dossenheim, Eichen auf dem Gipfelplateau. Alt. 320 m.",,,178727,,"Parmelia dubia, Parmelia borreri, rev. O. Klement",GERMANY,,,,,,,,c.,8,E,49,N,42,27,,,0,,,,320 m,Punctelia,subrudecta,,,,,,,,,,Punctelia subrudecta (Nyl.) Krog,,,,PARMELIACEAE,LICHENES,"Baden-Württemberg: Nordbaden, Odenwald - Bergstraße, Kirchberg bei Dossenheim, Eichen auf dem Gipfelplateau.",
B 60 0174497,,Punctelia,subrudecta,Punctelia subrudecta (Nyl.) Krog,H. Reznik,,P. Martens,,,,24. Febr.,1960,49.442806,8.752367,,Keep,"GERMANY, Baden-Württemberg: Nordbaden, Odenwald, Peterstal bei Heidelberg.",auf Apfelbäumen.,,178709,,"Parmelia dubia (Wulf) Schaer. var. ulophylla, Parmelia borreri Ach.",GERMANY,,,,,,,,c.,8,E,49,N,45,26,,,0,,,,,Punctelia,subrudecta,,,,,,,,,,Punctelia subrudecta (Nyl.) Krog,,,,PARMELIACEAE,LICHENES,"GERMANY, Baden-Württemberg: Nordbaden, Odenwald, Peterstal bei Heidelberg.",
B 60 0174498,,Punctelia,subrudecta,Punctelia subrudecta (Nyl.) Krog,,,H. Reznik,,,,01. Febr.,1960,49.469688,8.712455,,Keep,"GERMANY, Baden-Württemberg: Nordbaden, Odenwald, Wendenkopf bei Schriesheim an der Bergstraße.",auf alten Eichen am Gipfel.,,178710,,"Parmelia dubia (Wulf) Schaer., Parmelia borreri Ach.",GERMANY,,,,,,,,c.,8,E,49,N,42,28,,,0,,,,,Punctelia,subrudecta,,,,,,,,,,Punctelia subrudecta (Nyl.) Krog,,,,PARMELIACEAE,LICHENES,"GERMANY, Baden-Württemberg: Nordbaden, Odenwald, Wendenkopf bei Schriesheim an der Bergstraße.",
B 60 0174496,,Punctelia,subrudecta,Punctelia subrudecta (Nyl.) Krog,,,H. Reznik,,,,29. Nov.,1960,48.706145,8.43262,,Keep,"GERMANY, Baden-Württemberg: Nordschwarzwald, im oberen Reichental, unterhalb Kaltenbronn.",S 90. Abieto-Fagetum.,,178776,,"Parmelia dubia, Parmelia borreri Ach., test. O. Klement",GERMANY,,,,,,,,c.,8,E,48,N,25,42,,,0,,,,,Punctelia,subrudecta,,,,,,,,,,Punctelia subrudecta (Nyl.) Krog,,,,PARMELIACEAE,LICHENES,"GERMANY, Baden-Württemberg: Nordschwarzwald, im oberen Reichental, unterhalb Kaltenbronn.",
B 60 0141451,,Punctelia,subrudecta,Punctelia subrudecta,,,H. Breuer,,,,30. Mai,1962,50.597448,6.944316,,Keep,"DEUTSCHLAND, Nordrhein-Westfalen: Kr. Bonn, Rheinbach, Schwarzes Kreuz.",an Quercus petraea.,,97683,,Parmelia dubia (Wulf.) Schaer.,GERMANY,,,,,5407,2,,,,,,,,,,,,,,,,Punctelia,subrudecta,,,,,,,,,,Punctelia subrudecta,,,,PARMELIACEAE,LICHENES,"Nordrhein-Westfalen: Kr. Bonn, Rheinbach, Schwarzes Kreuz.",
B 60 0141436,,Punctelia,subrudecta,Punctelia subrudecta,,,H. Breuer,,,,09. Aug.,1963,50.623883,6.900183,,Keep,"DEUTSCHLAND, Nordrhein-Westfalen: Flamersheimer Wald, bei Rheinbach.",an Quercus.,,97684,,Parmelia subrudecta Nyl.; Parmelia borreri (Sm.) Turn.,GERMANY,,Evernia prunastri (L.) Ach.,,,5307,3,,,,,,,,,,,,,,,,Punctelia,subrudecta,,,,,,,,,,Punctelia subrudecta,,,,PARMELIACEAE,LICHENES,"Nordrhein-Westfalen: Flamersheimer Wald, bei Rheinbach.",
B 60 0174196,,Punctelia,subrudecta,Punctelia subrudecta (Nyl.),O. Klement,,J.-P. Frahm,,,,14. Sept.,1970,54.60347,9.583686,,Keep,"DEUTSCHLAND, Schleswig-Holstein: Böklund, Kreis Schleswig - Flensburg.",,Kümmerform.,114966,,"Parmelia subrudecta Nyl., Parmelia  dubia (Wulf.) Schaer.",GERMANY,,,,,,,,,,,,,,,,,,,,,,Punctelia,subrudecta,,,,,,,,,,Punctelia subrudecta (Nyl.),,,,PARMELIACEAE,LICHENES,"Schleswig-Holstein: Böklund, Kreis Schleswig - Flensburg.",
B 60 0141441,,Punctelia,subrudecta,Punctelia subrudecta,E. Schlechter,1989,H. Breuer,,,,31. März,1971,50.606822,6.934027,,Keep,"DEUTSCHLAND, Nordrhein-Westfalen: Kr. Bonn, Rheinbach, am ""Frischen Brünnchen"".",an Salix spec.,,97682,,Parmelia subrudecta Nyl.; Parmelia borreri (Sm.) Turn.,GERMANY,,,,,5307,4,,,,,,,,,,,,,,,,Punctelia,subrudecta,,,,,,,,,,Punctelia subrudecta,,,,PARMELIACEAE,LICHENES,"Nordrhein-Westfalen: Kr. Bonn, Rheinbach, am ""Frischen Brünnchen"".",
,,Punctelia,subrudecta,Punctelia subrudecta (Nyl.) Krog,H. Sipman,1991,H. Sipman,,25711,,17. sept.,1989,47.692,13.026685,,Keep,"GERMANY, BAYERN. Berchtesgaden, Marktschellenberg. Alt. 750 m. Along trail to Salzburger Hochthron, on Hochbartkogel. E-facing slope with remnants of old Fagus-forest, Picea and Abies.",,,38721,,,GERMANY,,,,,,,,,,,,,,,,,,,,,750 m,Punctelia,subrudecta,,,,,,,,,,Punctelia subrudecta (Nyl.) Krog,,,,PARMELIACEAE,LICHENES,"BAYERN. Berchtesgaden, Marktschellenberg.",2183
,,Punctelia,subrudecta,Punctelia subrudecta,H. Sipman,2003,H. Sipman & J.-G. Knoph,,51477,,21 Nov.,2003,52.449384,13.289202,,Keep,"DEUTSCHLAND, Berlin: Bez. Zehlendorf, Triest park, at corner Habelschwerdter Allee/Kaiserswerther Str. Alt. ca. 50 m.",On branches of Salix trees around pond in small park.,,66325,,,GERMANY,,,,,3545,,,,,,,,,,,,,,,,ca. 50 m,Punctelia,subrudecta,,,,,,,,,,Punctelia subrudecta,,,,PARMELIACEAE,LICHENES,"Berlin: Bez. Zehlendorf, Triest park, at corner Habelschwerdter Allee/Kaiserswerther Str.",2183
B 60 0163669,,Punctelia,subrudecta,Punctelia subrudecta (Nyl.) Krog,H. Sipman,2008,H. Sipman,,56964,,6-Apr,2008,53.446528,9.023055,,Keep,"DEUTSCHLAND, Niedersachsen: Landkr. Landkreis Rotenburg (Wümme). Oese E of Basdahl, near the church. MTB 2520/3A2. Elev. 20 m.",On Quercus branches in churchyard.,,103399,,,GERMANY,,,,,,,,,9,E,53,N,"01,3","26,7",,,,,,,20 m,Punctelia,subrudecta,,,,,,,,,,Punctelia subrudecta (Nyl.) Krog,,,,PARMELIACEAE,LICHENES,"Niedersachsen: Landkr. Landkreis Rotenburg (Wümme). Oese E of Basdahl, near the church. MTB 2520/3A2.",2183
B 60 0185570,,Punctelia,subrudecta,Punctelia subrudecta,H. Sipman,2010,"H. Sipman, P. & B. v.d. Boom",,58341,,30 Aug.,2010,52.43068,13.122508,,Keep,"GERMANY, Berlin: southern part of lake Wannsee, island Pfaueninsel. Alt. c. 40 m.","On branches of fallen, free-standing Carpinus tree in park.",med. C+ red.,122071,,,GERMANY,,,,,,,,,13,E,52,N,"07,39","25,99",,,,,,,c. 40 m,Punctelia,subrudecta,,,,,,,,,,Punctelia subrudecta,,,,PARMELIACEAE,LICHENES,"Berlin: southern part of lake Wannsee, island Pfaueninsel.",2183
B 60 0141435,,Punctelia,subrudecta,Punctelia subrudecta,E. Schlechter,1989,Th. Müller,,,,,,,,,Drop,"DEUTSCHLAND, Rheinland-Pfalz: Metternich bei Münster-Maifeld, an Tilia.",,,97685,,"Parmelia rudecta Nyl.; Parmelia revoluta Flörke, det. Th. Müller",GERMANY,,.,,,,,,,,,,,,,,,,,,,,Punctelia,subrudecta,,,,,,,,,,Punctelia subrudecta,,,,PARMELIACEAE,LICHENES,"Rheinland-Pfalz: Metternich bei Münster-Maifeld, an Tilia.",
,,Pyrenula,nitida,Pyrenula nitida (Weigel) Ach.,,,H. Brockmüller (?),,,,20. Nov.,1861,53.733773,10.964949,,Keep,"(DEUTSCHLAND, Mecklenburg-Vorpommern:) An Buchen und Hainbuchen im Woitendorfer Holz (Bei Rehna).",,,3185,Pyrenulaceae,,GERMANY,,,,,,,,,,,,,,,,,,,,,,Pyrenula,nitida,,,,,,,,,,Pyrenula nitida (Weigel) Ach.,,,,PYRENULACEAE,LICHENES,"(DEUTSCHLAND, Mecklenburg-Vorpommern:) An Buchen und Hainbuchen im Woitendorfer Holz (Bei Rehna).",
,,Pyrenula,nitida,Pyrenula nitida (Weigel) Ach.,,,Stockmann,,,,Feb.,1903,52.830218,13.812149,used Haus Schwärzetal,Keep,"DEUTSCHLAND, Brandenburg: Eberswalde, Schwärzethal.",An Buche.,,3909,Pyrenulaceae,,GERMANY,,,,,,,,,,,,,,,,,,,,,,Pyrenula,nitida,,,,,,,,,,Pyrenula nitida (Weigel) Ach.,,,,PYRENULACEAE,LICHENES,"Brandenburg: Eberswalde, Schwärzethal.",
,,Pyrenula,nitida,Pyrenula nitida (Weigel) Ach.,,,Stockmann,,,,März,1903,52.830218,13.812149,used same as previous (Haus Schwärzetal),Keep,"DEUTSCHLAND, Brandenburg: Eberswalde.",An Buchen.,,3908,Pyrenulaceae,,GERMANY,,,,,,,,,,,,,,,,,,,,,,Pyrenula,nitida,,,,,,,,,,Pyrenula nitida (Weigel) Ach.,,,,PYRENULACEAE,LICHENES,Brandenburg: Eberswalde.,
,,Pyrenula,nitida,Pyrenula nitida (Weigel) Ach.,,,V. J. Grummann,,188,,4-Jun,1922,54.384434,13.693093,,Keep,"DEUTSCHLAND, Mecklenburg-Vorpommern: Rügen, Granitz bei Binz, Uferpromenade nächst Sellin.",Fagus silvatica.,,118873,Pyrenulaceae,,GERMANY,,,,,,,,c.,13,E,54,N,38,23,,,,,,,,Pyrenula,nitida,,,,,,,,,,Pyrenula nitida (Weigel) Ach.,,,,PYRENULACEAE,LICHENES,"Mecklenburg-Vorpommern: Rügen, Granitz bei Binz, Uferpromenade nächst Sellin.",
,,Pyrenula,nitida,Pyrenula nitida (Weigel) Ach.,,,V. J. Grummann,,700,,6-Jul,1923,48.927749,13.464913,used ski lodge (rather than town),Keep,"DEUTSCHLAND, Bayern: Böhmerwald, unterhalb Waldhäuser.",Rotbuche.,,119144,Pyrenulaceae,,GERMANY,,,,,,,,,,,,,,,,,,,,,,Pyrenula,nitida,,,,,,,,,,Pyrenula nitida (Weigel) Ach.,,,,PYRENULACEAE,LICHENES,"Bayern: Böhmerwald, unterhalb Waldhäuser.",
,,Pyrenula,nitida,Pyrenula nitida (Weigel) Ach.,,,V. J. Grummann,,699,,17-Jul,1928,54.397428,13.620995,,Keep,"DEUTSCHLAND, Mecklenburg-Vorpommern: Rügen, Granitz bei Binz.",Rotbuche.,,116434,Pyrenulaceae,,GERMANY,,,,,,,,c.,13,E,54,N,38,23,,,,,,,,Pyrenula,nitida,,,,,,,,,,Pyrenula nitida (Weigel) Ach.,,,,PYRENULACEAE,LICHENES,"Mecklenburg-Vorpommern: Rügen, Granitz bei Binz.",
,,Pyrenula,nitida,Pyrenula nitida (Weigel) Ach.,,,V. J. Grummann,,698,,23-Jul,1928,54.546981,13.644084,Stubnitz goes from Sassnitz to Lohme (forested area - selected middle of it),Keep,"DEUTSCHLAND, Mecklenburg-Vorpommern: Rügen, Stubnitz.",Rotbuche.,,117478,Pyrenulaceae,,GERMANY,,,,,,,,,,,,,,,,,,,,,,Pyrenula,nitida,,,,,,,,,,Pyrenula nitida (Weigel) Ach.,,,,PYRENULACEAE,LICHENES,"Mecklenburg-Vorpommern: Rügen, Stubnitz.",
,,Pyrenula,nitida,Pyrenula nitida (Weigel) Ach.,,,V. J. Grummann,,1304,,18-May,1929,54.374187,13.476928,,Keep,"DEUTSCHLAND, Mecklenburg-Vorpommern: Rügen, Pastitzer Forst.",Fagus silvatica.,,116730,Pyrenulaceae,,GERMANY,,,,,,,,,,,,,,,,,,,,,,Pyrenula,nitida,,,,,,,,,,Pyrenula nitida (Weigel) Ach.,,,,PYRENULACEAE,LICHENES,"Mecklenburg-Vorpommern: Rügen, Pastitzer Forst.",
B 60 0101170,,Pyrenula,nitida,Pyrenula nitida (Weigel) Ach.,A. Gnüchtel,1997,H. Reimers,Erzg.,1992,,2. Apr.,1945,50.959016,13.585926,put near Harthebach river,Keep,"DEUTSCHLAND, Sachsen: Unteres Erzgebirge. Tharandt, NSG Weißeritztalhänge, Hartenbachfälle, mittlerer Teil.",An einem alten Carpinus.,,21352,Pyrenulaceae,,GERMANY,,,,,5047,23,,,13,E,50,N,"36,0","57,9",,,,,,,,Pyrenula,nitida,,,,,,,,,,Pyrenula nitida (Weigel) Ach.,,,,PYRENULACEAE,LICHENES,"Sachsen: Unteres Erzgebirge. Tharandt, NSG Weißeritztalhänge, Hartenbachfälle, mittlerer Teil.",
B 60 0118732,,Pyrenula,nitida,Pyrenula nitida (Weigel) Ach.,J. Poelt,1979,S. Huneck,,,,23 Aug.,1979,54.572911,13.663245,,Keep,"DEUTSCHLAND, Mecklenburg-Vorpommern: Rügen, auf abgestürzter Buche am Ufer der Stubbenkammer",,,6027,Pyrenulaceae,,GERMANY,,,,,,,,,,,,,,,,,,,,,,Pyrenula,nitida,,,,,,,,,,Pyrenula nitida (Weigel) Ach.,,,,PYRENULACEAE,LICHENES,"Mecklenburg-Vorpommern: Rügen, auf abgestürzter Buche am Ufer der Stubbenkammer",
,,Pyrenula,nitida,Pyrenula nitida (Weigel) Ach.,H. Sipman,1991,H. Sipman,,25631,,15. sept.,1989,47.67829,12.819813,,Keep,"GERMANY, BAYERN. Berchtesgaden. Unterjettenberg. Alt. 550 m. Near margin of old deciduous forest on mountain slope with pasturefields.",,,38642,Pyrenulaceae,,GERMANY,,,,,,,,,,,,,,,,,,,,,550 m,Pyrenula,nitida,,,,,,,,,,Pyrenula nitida (Weigel) Ach.,,,,PYRENULACEAE,LICHENES,BAYERN. Berchtesgaden. Unterjettenberg.,2183
,,Pyrenula,nitida,Pyrenula nitida (Weigel) Ach.,H. Sipman,1999,H. Sipman,,43762,,15-May,1999,53.927535,11.828097,,Keep,"DEUTSCHLAND, Mecklenburg-Vorpommern: Kr. Güstrow, NW of Groß Gischow, along Seebach river. Alt. c. 30 m.",Deciduous forest in valley on sandy soil; on Carpinus tree trunk.,,56426,Pyrenulaceae,,GERMANY,,,,,2037,3,,,,,,,,,,,,,,,c. 30 m,Pyrenula,nitida,,,,,,,,,,Pyrenula nitida (Weigel) Ach.,,,,PYRENULACEAE,LICHENES,"Mecklenburg-Vorpommern: Kr. Güstrow, NW of Groß Gischow, along Seebach river.",2183
,,Pyrenula,nitida,Pyrenula nitida (Weigel) Ach.,H. Sipman,2001,H. Sipman,,47515,,24-Apr,2001,53.157172,13.844849,used Landhotel Gut Suckow,Keep,"GERMANY, Brandenburg, Landkr. Uckermark. Suckow, former estate. Alt. c. 50 m.","Former estate park, near houses. On Carpinus treetrunk in deciduous forest.",,60974,Pyrenulaceae,,GERMANY,,,,,2849,1,,,,,,,,,,,,,,,c. 50 m,Pyrenula,nitida,,,,,,,,,,Pyrenula nitida (Weigel) Ach.,,,,PYRENULACEAE,LICHENES,"Brandenburg, Landkr. Uckermark. Suckow, former estate.",2183
B 60 0173946,,Pyrenula,nitida,Pyrenula nitida (Weigel) Ach.,A. Aptroot,2005,A. Aptroot,,62821,,18-Mar,2005,54.0815,13.44944,,Keep,"DEUTSCHLAND, Mecklenburg-Vorpommern: Greifswald, Eldena forest.",On Carpinus.,,109230,Pyrenulaceae,,GERMANY,,,,,1946,2,,,,,,,,,,,,,,,,Pyrenula,nitida,,,,,,,,,,Pyrenula nitida (Weigel) Ach.,,,,PYRENULACEAE,LICHENES,"Mecklenburg-Vorpommern: Greifswald, Eldena forest.",2280
B 60 0173897,,Pyrenula,nitida,Pyrenula nitida (Weigel) Ach.,A. Aptroot,2006,A. Aptroot,,65846,,11-Apr,2006,50.530038,6.260372,,Keep,"DEUTSCHLAND, Nordrhein-Westfalen: Eifel, Monschau-Höfen, Naturhaus Seebens, Hauptstr. 123",On old Fagus in hedge.,,109177,Pyrenulaceae,,GERMANY,,,,,,,,,,,,,,,,,,,,,,Pyrenula,nitida,,,,,,,,,,Pyrenula nitida (Weigel) Ach.,,,,PYRENULACEAE,LICHENES,"Nordrhein-Westfalen: Eifel, Monschau-Höfen, Naturhaus Seebens, Hauptstr. 123",2280
B 60 0176516,,Pyrenula,nitida,Pyrenula nitida (Weigel) Ach.,H. Sipman,2009,H. Sipman & D. Heinrich,,58256,,9-May,2009,,,"can find Templin and Glambeck, but having trouble figuring out where specific location is",Drop,"GERMANY, Brandenburg: Uckermark, E of Templin, 2 km S of Glambeck, Jagen 334. Alt. c. 50 m.",Deciduous forest with scattered old trees. On old Fagus trunk.,,120029,Pyrenulaceae,,GERMANY,,Opegrapha vermicellifera,,,,,,,13,E,53,N,"49,3","0,0",,,,,,,c. 50 m,Pyrenula,nitida,,,,,,,,,,Pyrenula nitida (Weigel) Ach.,,,,PYRENULACEAE,LICHENES,"Brandenburg: Uckermark, E of Templin, 2 km S of Glambeck, Jagen 334.",2183
,,Pyrenula,nitida,Pyrenula nitida (Weig.) Kbr.,,,,,,,,,,,,Drop,,,,150975,Pyrenulaceae,,GERMANY,,,"Brockmüller, Mecklenb. Krypt., fasc. IV",,,,,,,,,,,,,,0,,,,,Pyrenula,nitida,,,,,,,,,,Pyrenula nitida (Weig.) Kbr.,,,,PYRENULACEAE,LICHENES,,
,,Pyrenula,nitida,Pyrenula nitida var. nitidella Schaer.,,,G. Lettau,,,,,,,,,Drop,Germania (Baden): ad Haagen prope Lörrach.,ad Carpinos.,,175832,,,GERMANY,,,Krypt. Exs. Vindob.,1854,,,,,,,,,,,,,0,,,"Krypt. Exs. Vindob., Cent. XIX, 1911, lich. dec. 44-46",,Pyrenula,nitida,,,var.,nitidella,,,,,,Pyrenula nitida nitidella Schaer.,,,,PYRENULACEAE,LICHENES,Germania (Baden): ad Haagen prope Lörrach.,
,,Pyrenula,nitidella,Pyrenula nitidella (Flk.) Müll. Arg.,,,V. J. Grummann,,1194,,4-Jul,1929,47.636222,7.678033,,Keep,"DEUTSCHLAND, Baden-Württemberg: Haagen bei Lörrach, Röttler Wald.",Carpinus.,,118855,Pyrenulaceae,,GERMANY,,Pyrenula nitida (Weig.) Ach.,,,,,,,7,E,47,N,"40,3",38,,,,,,,,Pyrenula,nitidella,,,,,,,,,,Pyrenula nitidella (Flk.) Müll. Arg.,,,,PYRENULACEAE,LICHENES,"Baden-Württemberg: Haagen bei Lörrach, Röttler Wald.",
